"NAME10_1","geo","college","publicassistance","poverty","unemployment","owneroccupied","commutetime","vacancy","jobchange","Total.Mathematics.Avg.Scale.Score","Total.Reading.Average.Scale.Score","index"
"Bridgeport","729",-0.729184374295197,0.200792480731748,-0.250501578612549,-0.908985083239886,0.243625787474131,0.150764727106288,0.441577233710439,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.472537072488061
"Bridgeport","703",-2.81990167873996,-4.85701144360903,-4.03541228830657,-5.14539967293344,-2.61058997284811,0.78229186206703,-0.96899117737074,-0.28613776555267,-1.81291494309602,-1.7744072091069,-2.35284742894964
"Bridgeport","723",-1.36184343343514,-0.426715147150035,-0.546799759982863,-0.113371558485632,-0.623498333796292,-0.755390692070868,-0.221547229324082,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.79226260720005
"Bridgeport","731",-0.964578073905868,-1.06656677706789,-1.23393664338972,-0.377353516456715,-0.706174370335332,-0.31388365143108,-0.785334720687623,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.932128767102981
"Bridgeport","712",-1.8162737544364,-2.12323749621438,-1.81391678237291,-1.03830618091941,-1.87447100664673,-1.04455886430168,-0.857464414836673,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.44416884174838
"Bridgeport","720",-1.22105375551607,-0.252323235468117,-0.994267912870188,-0.553560401650489,-0.86301824590594,-0.183221543049454,-1.14335239551413,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.908425740772997
"Bridgeport","711",-1.58292927728464,-1.0455041264798,-1.23470941566511,-2.02269533820999,-1.2402166145977,-0.127909163203365,-1.10347625036465,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.22309001035608
"Bridgeport","738",-1.66182371844764,-3.01989093645511,-2.28963876540307,-2.87913120968963,-1.8899937345955,0.652427076647222,-0.847086723893015,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.58085979295923
"Bridgeport","716",-2.14215963070999,-3.21779991397807,-3.97274935227466,-2.32887705439293,-2.56893532733508,-0.272349559693888,-1.42378530637564,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.98001160625159
"Bridgeport","734",-1.0300150718058,-0.846208615413378,-0.863090961230962,-1.21368331480335,-0.722875719152351,0.553723451090427,-0.114327246817996,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.810993739588899
"Bridgeport","722",-1.237172164742,0.352916739125053,-0.778378461121553,-1.18914348065213,-0.504353697207502,-1.10256910547586,-0.722886991098895,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.905504707892848
"Bridgeport","702",-0.656545306122935,-1.0187846623364,-1.24147983295769,-0.212502010396865,-1.30283682623175,-0.9578925402433,-0.974144802430725,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.02376458984753
"Bridgeport","705",-0.75588498220145,-2.93625686031828,-2.7502967283255,-1.26891022100631,-1.9549895192135,0.433258014130506,-1.57837238862638,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.46849126033165
"Bridgeport","733",-0.783015697399113,-0.713249844522259,-0.697188504144322,-0.591657835715214,-0.593095076712298,0.00466880621635009,-1.36509273639291,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.861209080642536
"Bridgeport","704",0.500128171230211,-0.822275985211229,-0.776557684978292,-0.395247029796753,-0.657746780337913,0.288310774492077,-2.54638576348778,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.828323421584527
"Bridgeport","740",-1.89139385208384,-2.35648641962768,-3.38118885995797,-1.27242579193365,-1.68309793796159,0.704841770881212,0.39304025305211,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.3360170755387
"Bridgeport","732",-1.07925350735617,0.00457437171202435,-0.00115538924006858,0.144038159812703,0.0786273897468188,0.0862754700066919,0.0861198892316719,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.455423353384192
"Bridgeport","728",-1.03072111084626,-0.959315949173168,-0.919329419756962,-1.29842120081842,-0.291023122579152,-0.0562802833595691,0.552456044950453,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.787609495933866
"Bridgeport","737",-1.59023001667076,-1.55068527938389,-0.991806080012164,-0.800844329845232,-1.38999050585381,-0.219225484671158,-0.336533156384269,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.07527747705769
"Bridgeport","719",-2.00013175845134,-1.90281515892112,-1.70601783255423,-0.983960628493794,-1.70994540925788,-1.62109434802274,-0.912092982947491,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.47095180364042
"Bridgeport","735",-1.7740539581702,-1.42811007187569,-1.40081334212978,-1.6593271563812,-1.12018266769488,-1.17471844208072,-1.94902134694103,-0.28613776555267,-1.81291494309602,-1.7744072091069,-1.43796869030291
"Bridgeport","730",0.156843915675221,0.118860406593413,0.15801011959762,-0.401914673587705,-0.292054120508835,0.583228751960768,0.720104275533749,-0.28613776555267,-1.81291494309602,-1.7744072091069,-0.283038124249136
"Bridgewater","2501",0.458249933468049,0.500697691561516,0.761424073349191,0.548574148970275,0.708335389360153,-1.05045726003342,-0.586679385551196,-0.608841333689891,1.40005773207244,1.51521223016706,0.364657321967418
"Bristol","4053",-0.453747554017586,0.101431201517792,0.339427006361704,-0.00144284208562164,0.221737157178365,0.301915940411374,0.715984973172623,0.46844085662719,-0.36072390347186,-0.650316144430368,0.0682706691263611
"Bristol","4051",0.0107731393083012,0.373639761903461,0.351431191266319,0.631069797114386,-0.129970433300323,0.195255936263703,0.555677372082899,0.46844085662719,-0.36072390347186,-0.650316144430368,0.144527757336371
"Bristol","4060.02",-0.30001479028698,0.647462766260019,0.635763081541062,0.700705427139846,0.771127890234285,0.597746144153764,1.01791176039582,0.46844085662719,-0.36072390347186,-0.650316144430368,0.352810308816278
"Bristol","4054.01",0.258010694352111,0.680766751249395,0.635393509573478,0.812987225515291,0.812811804605381,1.40849533991824,0.53918223465595,0.46844085662719,-0.36072390347186,-0.650316144430368,0.460504836859481
"Bristol","4055",-0.482067858730874,0.098977457824948,0.124223217448626,-0.663774177264519,0.145710588530082,0.601837597020079,0.164922247808372,0.46844085662719,-0.36072390347186,-0.650316144430368,-0.0552770118638325
"Bristol","4061",-1.06612803410907,-1.49163898639532,-1.13487807094068,-0.835120973524177,-2.1502000788757,0.390083597864892,-0.881668413520405,0.46844085662719,-0.36072390347186,-0.650316144430368,-0.771215015077551
"Bristol","4058",0.448343772318101,0.428408414319616,0.514080766859675,0.616487038263708,0.616644092963312,-0.339741795935464,0.757066175536219,0.46844085662719,-0.36072390347186,-0.650316144430368,0.249868927305013
"Bristol","4060.01",-1.40473718733282,-1.17342475214923,-0.993568338954481,-0.551367826284532,-0.776263734143242,0.1702844940531,0.2843806762079,0.46844085662719,-0.36072390347186,-0.650316144430368,-0.498729585987835
"Bristol","4054.02",-0.263015165238804,0.0439832522119177,0.2323954252213,0.157872891093143,-0.537782063663413,1.03255910523024,0.137201321375303,0.46844085662719,-0.36072390347186,-0.650316144430368,0.0260615574954648
"Bristol","4056",-1.00149313188031,-0.394471046249796,0.12599398805433,-0.651019750286648,-0.218533740458383,-0.24320192128377,0.370222886598762,0.46844085662719,-0.36072390347186,-0.650316144430368,-0.255510190678085
"Bristol","4052",-0.923153815693363,0.408174671212338,0.276058549369465,0.611823423995612,0.426326242762422,0.115813247795904,0.500003312125042,0.46844085662719,-0.36072390347186,-0.650316144430368,0.0872446440292382
"Bristol","4057",-0.856237121654662,-1.13554306444694,-0.706176694090324,-1.26902052572552,-0.396186294662319,0.527686154279001,-1.20699918895658,0.46844085662719,-0.36072390347186,-0.650316144430368,-0.558507592653238
"Bristol","4059",-0.0761112180447671,0.555872369894447,0.578346132328251,0.135812418049914,0.957288459539557,-0.275201676150833,0.590004120553146,0.46844085662719,-0.36072390347186,-0.650316144430368,0.192341141489468
"Brookfield","2051",0.781247834286599,0.437583777756167,0.513673193798293,0.844514344900149,0.723581800356508,-1.68009860039375,-0.412618715168771,-1.30629876996539,0.796490831228644,1.10745370670597,0.180552940350442
"Brookfield","2053",0.708081162327034,0.609922992535015,0.781867421171194,0.779434592494599,0.568664936756408,-0.426359163860668,0.323223482021879,-1.30629876996539,0.796490831228644,1.10745370670597,0.394248119141468
"Brookfield","2052",1.16610782026395,0.68366525484439,0.800066603741095,0.791355894603781,0.807021044790903,-1.34107066397864,0.0858133787555823,-1.30629876996539,0.796490831228644,1.10745370670597,0.359060510099029
"Brooklyn","9051",-0.855208946871943,-0.0321979860394198,0.087430685303491,-0.0173053725015948,0.471041675633893,-0.420644528294166,-0.0531987852969357,-0.179839779184076,-0.0521333075517249,0.126629150272527,-0.092542719452995
"Burlington","4101.01",0.724244242205055,0.637056554538894,0.748302458480121,1.08406348848126,0.960366839054834,-1.04404971511254,0.971130898908422,-4.36857687233696,0.651271727266228,0.782348938000502,0.114615855948582
"Burlington","4101.02",0.875372564756267,0.480598601603271,0.360414260559254,0.90699948299132,0.867842080583618,-0.590418339156997,0.670076326082125,-4.36857687233696,0.651271727266228,0.782348938000502,0.0635928770348631
"Canterbury","9061",-0.598018871434949,0.358727633793113,0.677951643229212,0.172379650261489,0.814644012037108,-1.2058521109931,0.726871802377335,0.319792749628675,0.537819302295591,0.677654181976707,0.248196999317118
"Canton","4641.01",0.998220855409361,0.558692388730262,0.738240934336034,0.689560324081005,1.09719324134483,-0.440272952918516,0.629390252925717,0.203049836003034,1.66780545500314,1.34990472065581,0.749178505557068
"Canton","4641.02",0.704615006133212,0.517001229025425,0.434277723557938,0.580747190601661,0.370058103560404,0.14934288351244,0.0181980605849757,0.203049836003034,1.66780545500314,1.34990472065581,0.599500020863804
"Chaplin","8150",-0.723919221273777,0.269318399020971,0.653463376964387,0.271203857678537,0.339256627516697,0.0231072557363544,-0.298523184627093,2.19352457481629,-1.06866703528864,NA,0.184307183393747
"Cheshire","3432",0.505261264016765,0.746842830406697,0.69786026670732,0.492762902242185,0.563994424803553,-0.0939340731510481,0.636970666656357,-0.252826540755271,0.483362138309685,0.716225934196,0.449651981343224
"Cheshire","3433",1.12331814929393,0.712452399348087,0.436848987403474,0.679056436325383,0.820041830938353,-0.47385369248707,-0.0996972056054342,-0.252826540755271,0.483362138309685,0.716225934196,0.414492843696714
"Cheshire","3431.02",1.04943082461374,0.553099247844011,0.674267459623777,0.79004144355433,0.554990768376432,-0.701959407474141,0.889967848877199,-0.252826540755271,0.483362138309685,0.716225934196,0.475659971716577
"Cheshire","3431.01",-0.274317139211863,0.758863975058389,0.781701802755155,0.715966703710951,0.859316737274078,0.300650953635798,0.98747112007375,-0.252826540755271,0.483362138309685,0.716225934196,0.507641568504667
"Cheshire","3434",1.29230547940306,0.794698987542993,0.723792823351395,0.455485247272064,0.835494481076093,-0.375825990715897,0.87609815597059,-0.252826540755271,0.483362138309685,0.716225934196,0.554881071565071
"Chester","6001",0.120258469822241,0.640676285669043,0.509300849907626,0.567522510493831,0.209985876074411,0.570055946467071,-0.547295016404141,1.10970969186911,1.59065780602311,1.88439900140886,0.665527142133116
"Clinton","6103",0.322350469634661,0.286511060867791,0.2052903523174,0.670757719578291,0.825033539218768,-0.201971977556605,0.178325043698538,0.501899450580801,0.583200272283846,0.572959425952913,0.39443553565764
"Clinton","6101",0.471741203943933,0.750243668996401,0.680171948525583,0.811808125954333,0.148772326853743,0.0485902058052158,-0.490742357636748,0.501899450580801,0.583200272283846,0.572959425952913,0.407864427126002
"Clinton","6104",0.303941063331145,0.552882819184072,0.689862796600925,0.22710482915945,0.881667171236703,-0.379993368116591,0.808325984512922,0.501899450580801,0.583200272283846,0.572959425952913,0.474185044472619
"Clinton","6102",-0.121912744418437,0.377438439372279,0.453152783265293,0.658957018571818,0.121558530575931,-0.10752066278607,-1.48740439245652,0.501899450580801,0.583200272283846,0.572959425952913,0.155232812094186
"Colchester","7141.03",0.716776438129059,0.530207196151484,0.818422554121084,1.08507941430298,0.848446644046412,-2.05967470265918,-0.147846917813063,-0.136006850611941,0.360833519341397,0.396631415807575,0.241286871081581
"Colchester","7141.04",0.488370360380797,0.76596323860903,0.709069839395794,0.34193265868686,0.616114212746543,-1.3644478837877,0.639840173433505,-0.136006850611941,0.360833519341397,0.396631415807575,0.281830068400186
"Colchester","7141.01",-0.120857999288407,0.0534056633549939,0.381293190837245,1.23391188665755,-0.164336469338385,-1.35535875836673,0.591198562886529,-0.136006850611941,0.360833519341397,0.396631415807575,0.124071416127983
"Colebrook","2931",0.14353410280778,0.789230056884004,0.451355893382596,0.463134356180652,0.909410919796894,-1.81384236919251,-0.852670698484736,NA,0.133928669400122,0.132139400589568,0.0395800368182633
"Columbia","8601",0.650791728922366,0.295267567064347,0.585109618041788,0.356550576755177,0.844533685982144,-0.591356575646894,0.229350888251424,-0.606879096022965,-0.283576254491825,-0.248067871286317,0.123172426756924
"Cornwall","2632",0.827279441744434,0.230718325848083,0.178320854132597,0.586917507786388,0.55840417256084,-0.408826895068662,-3.71073026999008,-0.534540115563209,NA,NA,-0.284057122318701
"Coventry","8501",0.539696477439865,0.63648030670282,0.653945874718423,0.578487100900282,0.84640322129789,-0.5327467332522,0.526968814384815,-0.111036919569605,0.660347921263879,0.572959425952913,0.437150548983908
"Coventry","8502",0.0443685483649025,0.452245894172362,0.672935244163451,0.947315717451738,0.653252575587755,-0.497548164420435,0.524497599842634,-0.111036919569605,0.660347921263879,0.572959425952913,0.391933784280959
"Cromwell","5701",0.39587472164971,0.711633727241418,0.65962014461283,0.354696989097661,0.779304485424854,0.0786096214077263,0.740514195724657,-0.612922522411592,0.542357399294417,0.633572179440372,0.428326094148205
"Cromwell","5702",0.428135447663806,0.694236565201383,0.848399818096517,0.668114736119407,1.03349718656734,0.917866314701829,0.999351446162117,-0.612922522411592,0.542357399294417,0.633572179440372,0.61526085708356
"Cromwell","5703",0.276822919330088,0.409181757066021,0.697249836214554,1.10190089177642,0.423023387079207,0.658749103940399,0.505749078223189,-0.612922522411592,0.542357399294417,0.633572179440372,0.463568402995308
"Danbury","2103",-1.02674199040168,0.0974852189323712,0.059242963797291,-0.855102582317511,-0.800751355644,0.280197241991239,-0.598916883058581,0.531621947115224,-0.41064297045894,-0.633785393479244,-0.335739380352383
"Danbury","2106",-1.02898803659244,-0.197940261837723,-0.0569017139716505,-0.411307091087454,-0.916699453702519,0.533368763790171,0.00350740049330521,0.531621947115224,-0.41064297045894,-0.633785393479244,-0.258776680973127
"Danbury","2112",0.40580570294889,0.71165033936589,0.247432122515944,0.326871034654818,0.153503172320212,0.151460905655327,0.273813654979245,0.531621947115224,-0.41064297045894,-0.633785393479244,0.175773051561737
"Danbury","2105",0.213370843119229,0.459926189303725,-0.0639714539401742,0.423860963897138,0.361195277916546,-0.895235882784531,-0.34338844939992,0.531621947115224,-0.41064297045894,-0.633785393479244,-0.0357048928710947
"Danbury","2108",0.529081293205325,0.7273179877219,0.448597062418267,0.932698601388679,0.698595504872751,-0.881680345252355,0.270294102213175,0.531621947115224,-0.41064297045894,-0.633785393479244,0.221209778974478
"Danbury","2107.02",-0.799825460640329,-0.202361221820608,-0.535060400122311,0.594133875755979,-0.816638699921982,0.47607320053942,0.0893336700379536,0.531621947115224,-0.41064297045894,-0.633785393479244,-0.170715145299484
"Danbury","2104",-0.400611691850184,0.0943726911972676,0.0220460454852301,-0.273965682325463,-0.329926415460134,-0.600907729421489,0.129704567155523,0.531621947115224,-0.41064297045894,-0.633785393479244,-0.187209463204221
"Danbury","2111",-1.61327240971733,0.82539355562906,0.918393243750783,-1.91529587560049,-2.08996214882324,NA,1.1027660967434,0.531621947115224,-0.41064297045894,-0.633785393479244,-0.364975994982309
"Danbury","2110",-0.163166647298093,0.734180633929097,0.608398776019878,0.320304309843538,0.447726246345996,-0.0170626020325857,0.704454417449732,0.531621947115224,-0.41064297045894,-0.633785393479244,0.21220287174346
"Danbury","2107.01",-2.11902689006823,-0.305656793461218,0.444531296814754,0.0148512775794774,-1.21163597731223,-0.0407532632961662,-0.586202447687495,0.531621947115224,-0.41064297045894,-0.633785393479244,-0.431669921425407
"Danbury","2101",-2.06288133118274,-0.818892484491065,-0.939514676088961,0.0621052162566567,-1.69314505961144,-0.165373726060116,-0.890886712449255,0.531621947115224,-0.41064297045894,-0.633785393479244,-0.702139519044988
"Danbury","2102",-1.83470321206701,0.0286306064520851,-0.695457689275551,0.690786902103464,-1.54222468435727,0.585019500584503,0.0825628705995887,0.531621947115224,-0.41064297045894,-0.633785393479244,-0.319819212278315
"Danbury","2113",0.432509643098829,0.528334354891505,0.734833308878403,0.226443407862134,0.853667568213392,-0.743554688410068,-0.340055575774718,0.531621947115224,-0.41064297045894,-0.633785393479244,0.117937160193652
"Danbury","2114",0.845724581383203,0.522031888657419,0.644709851238461,0.482729128270471,0.554620222758427,-0.682334482940164,0.44662099738648,0.531621947115224,-0.41064297045894,-0.633785393479244,0.230129576993134
"Danbury","2109",0.632994538403655,0.56332196646595,0.529736622692825,0.90495490547255,0.724406165788578,-0.95424309271358,0.248779288787223,0.531621947115224,-0.41064297045894,-0.633785393479244,0.213714397807424
